instance_id,num_agents,num_resources,prop_status,prop_time_in_seconds,prop_num_sharing,prop_product,ef_status,ef_time_in_seconds,ef_num_sharing,ef_product,maxprod1_status,maxprod1_time_in_seconds,maxprod1_num_sharing,maxprod1_product,maxprod0_status,maxprod0_time_in_seconds,maxprod0_num_sharing,maxprod0_product
1935,2,3,OK,0.019254,0,666000.0,OK,0.026338999999999998,0,666000.0,OK,0.018857,0,666000.0,,,,
1939,2,8,OK,0.039302,0,287500.0,OK,0.060699,0,287500.0,OK,0.09991799999999999,1,293107.19647999987,,,,
1957,2,3,OK,0.019305000000000003,0,499999.9999999997,OK,0.026260000000000002,0,499999.9999999997,OK,0.078584,1,562499.9999999999,,,,
1958,2,3,OK,0.020568,0,710561.9999999997,OK,0.025026,0,710561.9999999997,OK,0.018713,0,710561.9999999997,,,,
1967,2,3,OK,0.019415,1,249999.99999999985,OK,0.030220999999999998,1,249999.99999999985,OK,0.0182,1,249999.99999999985,,,,
1968,3,5,OK,0.0375,0,114953184.0000003,OK,0.06614600000000001,0,114953184.0000003,OK,0.036601999999999996,0,114953184.0000003,,,,
1973,2,3,OK,0.022509,1,359173.44105600024,OK,0.027537,1,359726.09534399986,OK,0.019936000000000002,1,360884.41278400016,,,,
1988,2,3,OK,0.024275,1,291464.8794000001,OK,0.030151999999999998,1,295883.81545599987,OK,0.025101,1,298973.87133600033,,,,
1991,2,3,OK,0.027423000000000003,0,441136.00000000047,OK,0.031322,0,441136.00000000047,OK,0.025028,0,441136.00000000047,,,,
1998,2,3,OK,0.025325999999999998,1,270978.2676320002,OK,0.033227,1,272243.2699999998,OK,0.025837,1,272882.51154799986,,,,
2010,2,3,OK,0.032671,1,253012.5777919998,OK,0.042008,1,253015.03603200012,OK,0.033216,1,253017.30055199986,,,,
2027,2,7,OK,0.06300599999999999,1,417962.08,OK,0.10847799999999999,1,439551.9999999997,OK,0.03928,1,480769.11999999936,,,,
2035,2,5,OK,0.027239999999999997,1,249999.99999999985,OK,0.043868,1,249999.99999999985,OK,0.026133,1,249999.99999999985,,,,
2049,2,4,OK,0.022655,0,399089.9999999996,OK,0.030425,0,399089.9999999996,OK,0.031829,0,399089.9999999996,,,,
2089,2,3,OK,0.022483000000000003,1,263682.4881339997,OK,0.030769,1,263632.05429600016,OK,0.018661,1,263742.8994459998,,,,
2093,2,3,OK,0.018401,1,249999.99999999985,OK,0.027677999999999998,1,249999.99999999985,OK,0.022733,1,249999.99999999985,,,,
2130,2,3,OK,0.018411,0,499999.9999999997,OK,0.025573,0,499999.9999999997,OK,0.055675,1,545164.7759999996,,,,
2132,2,4,OK,0.02192,1,254600.38909200023,OK,0.039345,1,254592.7454719996,OK,0.024963,1,254637.4263720002,,,,
2139,2,3,OK,0.019421,1,268270.61286,OK,0.026889999999999997,1,268504.73304000025,OK,0.017921,1,269046.84150000033,,,,
2147,2,3,OK,0.020307,0,396500.00000000006,OK,0.025695,0,396500.00000000006,OK,0.017962,0,396500.00000000006,,,,
2153,2,3,OK,0.019352,1,410578.6649999999,OK,0.025807,1,423962.4999999996,OK,0.018826,1,467289.62500000064,,,,
2180,2,3,OK,0.025892000000000002,1,266042.2222750001,OK,0.030451,1,265917.2540440001,OK,0.018275,1,266044.25742399995,,,,
2191,2,4,OK,0.022605,1,249999.99999999985,OK,0.030685000000000007,1,249999.99999999985,OK,0.022433,1,249999.99999999985,,,,
2196,2,3,OK,0.019513,1,249999.99999600038,OK,0.024966,1,249999.99999600038,OK,0.020552,1,249999.99999600038,,,,
2206,3,3,OK,0.025211,1,188249999.99999967,OK,0.043519,1,188249999.99999967,OK,0.029822,1,188249999.99999967,,,,
2208,3,4,OK,0.033347,0,100079999.99999996,OK,0.161935,0,116759999.99999984,OK,0.443903,1,121171888.76000004,,,,
2214,2,3,OK,0.021934,0,374999.99999999953,OK,0.027338,0,374999.99999999953,OK,0.073126,1,390624.9999999997,,,,
2234,3,4,OK,0.066544,1,40560043.86012006,OK,0.9791110000000001,2,81147631.16476946,OK,0.5334770000000001,2,83300413.90170552,,,,
2245,3,7,OK,0.052007000000000005,0,65788800.00000002,OK,0.089584,0,65788800.00000002,OK,3.2983309999999997,2,66414682.39220509,,,,
2246,3,3,OK,0.052368,1,60273672.28173604,OK,0.29879,2,63250947.45898289,OK,0.153167,2,63358044.9421903,,,,
2257,2,3,OK,0.019306,0,360680.00000000006,OK,0.025709,0,360680.00000000006,OK,0.035233999999999994,1,370880.7191000001,,,,
2265,2,3,OK,0.018882,0,358019.99999999977,OK,0.02613,0,358019.99999999977,OK,0.019062,0,358019.99999999977,,,,
2269,3,4,OK,0.034929,0,94814999.99999978,OK,0.069724,0,94814999.99999978,OK,0.048692,0,94814999.99999978,,,,
2275,2,3,OK,0.032060000000000005,1,273768.0491519996,OK,0.038949,1,274463.2328719999,OK,0.031136,1,274698.1803920001,,,,
2284,2,3,OK,0.036192,0,438102.00000000047,OK,0.043439,0,438102.00000000047,OK,0.085047,1,467353.64340000047,,,,
2316,3,3,OK,0.066509,0,466783372.0000009,OK,0.07288,0,466783372.0000009,OK,0.037426999999999995,0,466783372.0000009,,,,
2348,2,3,OK,0.034217000000000004,0,499999.9999999997,OK,0.049812,0,499999.9999999997,OK,0.048429,0,728999.9999999999,,,,
2352,2,3,OK,0.029082999999999998,0,516963.99999999953,OK,0.035689,0,516963.99999999953,OK,0.025962,0,516963.99999999953,,,,
2356,2,3,OK,0.024074,0,499999.9999999997,OK,0.029444,0,499999.9999999997,OK,0.122279,1,562499.9999999999,,,,
2363,2,3,OK,0.035983999999999995,0,493322.9999999993,OK,0.052017999999999995,0,493322.9999999993,OK,0.06529299999999999,1,493694.97360000026,,,,
2409,2,3,OK,0.035358,1,359750.4403479995,OK,0.051102,1,359740.69996699993,OK,0.030772000000000008,1,359964.8311030003,,,,
2444,2,3,OK,0.036198,1,249999.9599999997,OK,0.048824,1,249999.9599999997,OK,0.031906,1,249999.84000000003,,,,
2446,2,3,OK,0.03393,1,249999.9724440004,OK,0.046779,1,249999.9724440004,OK,0.037276,1,249999.97211100013,,,,
